,Daily Global Risk Appetite,Equity-Only Risk Appetite,US Credit Risk Appetite (New)
10/09/2007,0.68,2.84,-1.8
11/09/2007,1.06,2.97,-1.76
12/09/2007,1.14,3.04,-1.69
13/09/2007,1.39,3.13,-1.59
14/09/2007,1.33,3.06,-1.6
17/09/2007,1.08,2.83,-1.5
18/09/2007,1.19,2.52,-1.08
19/09/2007,1.84,3.14,-0.84
20/09/2007,1.9,3.31,-0.6
21/09/2007,1.93,3.34,-0.53
24/09/2007,1.95,3.55,-0.62
25/09/2007,1.74,3.22,-0.61
26/09/2007,1.9,3.42,-0.61
27/09/2007,2.08,3.57,-0.7
28/09/2007,1.92,3.53,-0.69
01/10/2007,2.05,3.58,-0.59
02/10/2007,2.17,3.82,-0.51
03/10/2007,2.05,3.65,-0.39
04/10/2007,1.94,3.52,-0.24
05/10/2007,2.28,3.76,0.01
08/10/2007,2.28,3.92,-0.03
09/10/2007,2.38,3.9,0.1
10/10/2007,2.39,3.95,0.21
11/10/2007,2.59,4.36,0.36
12/10/2007,2.44,4.05,0.34
15/10/2007,2.42,4.37,0.38
16/10/2007,2.02,4.01,0.17
17/10/2007,2.01,4.24,-0.01
18/10/2007,1.88,4.12,-0.18
19/10/2007,1.49,4.52,-0.43
22/10/2007,1.01,3.72,-0.65
23/10/2007,1.38,4.19,-0.49
24/10/2007,1.2,4.16,-0.65
25/10/2007,1.48,4.67,-0.78
26/10/2007,1.87,4.91,-0.7
29/10/2007,2.14,5.18,-0.56
30/10/2007,2.03,5.18,-0.64
31/10/2007,2.24,5.1,-0.77
01/11/2007,2.01,5.64,-1.28
02/11/2007,1.62,5.28,-1.53
05/11/2007,1.33,4.97,-1.68
06/11/2007,1.6,5.24,-1.59
07/11/2007,1.39,5.99,-2
08/11/2007,1.05,5.6,-1.96
09/11/2007,0.78,5.8,-2.22
12/11/2007,0.31,5.14,-2.24
13/11/2007,0.38,4.84,-2.49
14/11/2007,0.71,5.4,-2.57
15/11/2007,0.35,5.32,-2.98
16/11/2007,0.05,4.91,-3.08
19/11/2007,-0.41,4.85,-3.45
20/11/2007,-0.4,4.64,-3.57
21/11/2007,-1.01,4.15,-3.69
22/11/2007,-1.01,4.11,-3.67
23/11/2007,-0.96,3.9,-3.55
26/11/2007,-1.05,4.5,-3.78
27/11/2007,-1.16,3.79,-3.87
28/11/2007,-0.69,3.92,-3.58
29/11/2007,-0.56,4.2,-3.91
30/11/2007,-0.43,4.34,-3.51
03/12/2007,-0.6,4.49,-3.89
04/12/2007,-0.77,4.62,-3.94
05/12/2007,-0.46,4.71,-3.98
06/12/2007,-0.2,4.7,-3.92
07/12/2007,-0.02,4.74,-3.84
10/12/2007,0.03,4.56,-3.53
11/12/2007,-0.19,5.07,-3.65
12/12/2007,-0.17,4.79,-3.34
13/12/2007,-0.58,4.08,-3.31
14/12/2007,-0.7,4.01,-3.29
17/12/2007,-1.27,3.32,-3.26
18/12/2007,-1.28,3.32,-3.16
19/12/2007,-1.37,3.35,-3.06
20/12/2007,-1.43,3.14,-2.95
21/12/2007,-1.09,3.16,-2.68
24/12/2007,-0.98,3.2,-2.62
25/12/2007,-0.97,3.07,-2.61
26/12/2007,-0.87,3.18,-2.49
27/12/2007,-0.96,3.54,-2.54
28/12/2007,-1.13,3.47,-2.63
31/12/2007,-1.25,3.45,-2.67
01/01/2008,-1.29,3.39,-2.65
02/01/2008,-1.6,3.43,-2.91
03/01/2008,-1.7,3.19,-3.02
04/01/2008,-2.2,3.36,-3.16
07/01/2008,-2.42,2.78,-3.32
08/01/2008,-2.27,3.47,-3.62
09/01/2008,-2.39,2.98,-3.78
10/01/2008,-2.43,2.6,-3.06
11/01/2008,-2.63,2.64,-2.71
14/01/2008,-2.54,2.49,-2.68
15/01/2008,-3.02,2.35,-2.83
16/01/2008,-3.44,1.4,-2.83
17/01/2008,-3.55,1.8,-2.91
18/01/2008,-3.55,1.82,-2.98
21/01/2008,-4.18,0.62,-2.9
22/01/2008,-4.18,0.76,-3.28
23/01/2008,-4.23,0.42,-3.24
24/01/2008,-3.29,1.12,-2.86
25/01/2008,-3.01,1.76,-2.63
28/01/2008,-3.18,1.1,-2.62
29/01/2008,-2.76,1.3,-2.43
30/01/2008,-2.66,1.51,-2.26
31/01/2008,-2.61,1.1,-2.28
01/02/2008,-2.21,1.53,-2.27
04/02/2008,-1.88,2.17,-2.13
05/02/2008,-2.17,2.55,-2.03
06/02/2008,-2.32,2.35,-1.91
07/02/2008,-2.32,2.02,-1.91
08/02/2008,-2.36,2.13,-1.92
11/02/2008,-2.39,2.05,-1.99
12/02/2008,-1.93,2.51,-2.05
13/02/2008,-1.77,2.54,-1.98
14/02/2008,-1.49,3.16,-1.92
15/02/2008,-1.65,2.94,-1.94
18/02/2008,-1.42,3.29,-1.93
19/02/2008,-1.26,3.47,-1.98
20/02/2008,-1.4,3.11,-1.98
21/02/2008,-1.24,3.69,-1.91
22/02/2008,-1.3,3.4,-1.76
25/02/2008,-0.95,3.36,-1.79
26/02/2008,-0.8,3.44,-1.65
27/02/2008,-0.65,3.75,-1.68
28/02/2008,-0.91,3.91,-1.85
29/02/2008,-1.5,3.88,-2.05
03/03/2008,-1.86,3.24,-2.3
04/03/2008,-2,3.09,-2.44
05/03/2008,-1.83,3.13,-2.4
06/03/2008,-2.03,3.42,-2.58
07/03/2008,-2.46,2.99,-2.96
10/03/2008,-2.87,2.68,-3.01
11/03/2008,-2.51,2.58,-3.26
12/03/2008,-2.45,3.02,-3.29
13/03/2008,-2.79,2.27,-3.4
14/03/2008,-3.11,2.5,-3.49
17/03/2008,-3.75,1.75,-3.61
18/03/2008,-3.33,1.5,-3.79
19/03/2008,-3.49,1.73,-3.81
20/03/2008,-3.67,0.84,-3.95
21/03/2008,-3.66,0.83,-3.99
24/03/2008,-3.47,0.8,-3.84
25/03/2008,-3.19,1.07,-3.56
26/03/2008,-3.27,1.24,-3.59
27/03/2008,-3.32,1.43,-3.42
28/03/2008,-3.43,1.49,-3.6
31/03/2008,-3.61,1.2,-3.86
01/04/2008,-3.3,0.7,-3.69
02/04/2008,-3.07,0.85,-3.51
03/04/2008,-3.09,0.67,-3.29
04/04/2008,-3.14,0.67,-3.19
07/04/2008,-2.93,0.8,-2.93
08/04/2008,-3.04,0.72,-2.92
09/04/2008,-3.2,0.74,-3.01
10/04/2008,-3.22,0.58,-3.02
11/04/2008,-3.31,0.87,-3.03
14/04/2008,-3.48,0.67,-3.04
15/04/2008,-3.38,0.59,-2.98
16/04/2008,-3.07,0.35,-2.8
17/04/2008,-2.97,0.32,-2.79
18/04/2008,-2.8,-0.02,-2.6
21/04/2008,-2.7,0.07,-2.52
22/04/2008,-2.74,0.17,-2.47
23/04/2008,-2.69,0.01,-2.15
24/04/2008,-2.66,-0.37,-2.01
25/04/2008,-2.43,-0.59,-1.84
28/04/2008,-2.28,-0.46,-1.59
29/04/2008,-2.37,-0.67,-1.45
30/04/2008,-2.27,-0.33,-1.26
01/05/2008,-2.23,-0.74,-1.18
02/05/2008,-1.86,-0.56,-1.04
05/05/2008,-1.81,-0.36,-0.95
06/05/2008,-1.75,-0.54,-0.84
07/05/2008,-1.67,-0.21,-0.73
08/05/2008,-1.77,-0.44,-0.69
09/05/2008,-1.93,-0.38,-0.78
12/05/2008,-1.76,-0.48,-0.66
13/05/2008,-1.48,-0.27,-0.41
14/05/2008,-1.27,-0.23,-0.29
15/05/2008,-1.09,-0.24,-0.16
16/05/2008,-0.91,0.09,-0.03
19/05/2008,-0.76,0.29,-0.01
20/05/2008,-0.94,0.3,-0.02
21/05/2008,-1.01,0.59,0.1
22/05/2008,-0.91,0.48,-0.02
23/05/2008,-1.11,0.59,0.03
26/05/2008,-1.25,0.39,0.09
27/05/2008,-1.19,0.18,0.09
28/05/2008,-1.13,0.16,0.19
29/05/2008,-0.94,0.15,0.43
30/05/2008,-0.84,0.33,0.46
02/06/2008,-0.92,0.47,0.62
03/06/2008,-1.07,0.38,0.62
04/06/2008,-1.12,0.14,0.64
05/06/2008,-0.96,0.03,0.65
06/06/2008,-1.16,0.66,0.62
09/06/2008,-1.3,0.36,0.6
10/06/2008,-1.45,-0.03,0.52
11/06/2008,-1.61,0.17,0.5
12/06/2008,-1.61,0.02,0.56
13/06/2008,-1.5,-0.33,0.53
16/06/2008,-1.39,-0.16,0.51
17/06/2008,-1.35,0.15,0.57
18/06/2008,-1.5,0.2,0.45
19/06/2008,-1.55,0.1,0.42
20/06/2008,-1.76,0.27,0.34
23/06/2008,-1.78,0.04,0.25
24/06/2008,-1.83,-0.02,0.16
25/06/2008,-1.65,0.15,0.15
26/06/2008,-1.87,0.61,0.04
27/06/2008,-1.98,0.45,-0.28
30/06/2008,-1.86,0.46,-0.34
01/07/2008,-1.97,-0.02,-0.91
02/07/2008,-2.09,0.15,-0.9
03/07/2008,-2.15,-0.31,-0.85
04/07/2008,-2.18,-0.37,-0.81
07/07/2008,-2.01,-0.06,-0.82
08/07/2008,-2.11,-0.63,-0.82
09/07/2008,-1.91,0.13,-0.78
10/07/2008,-1.91,-0.12,-0.8
11/07/2008,-1.85,0.13,-0.87
14/07/2008,-1.78,0.36,-0.86
15/07/2008,-2.04,0.1,-0.98
16/07/2008,-1.86,-0.4,-0.92
17/07/2008,-1.5,-0.3,-0.82
18/07/2008,-1.37,-0.37,-0.77
21/07/2008,-1.15,0.09,-0.93
22/07/2008,-1.06,-0.46,-1.13
23/07/2008,-0.8,-0.3,-1.05
24/07/2008,-0.86,0.18,-1.1
25/07/2008,-0.93,-0.16,-1.06
28/07/2008,-0.98,0.34,-1.11
29/07/2008,-0.96,-0.11,-1.05
30/07/2008,-0.69,-0.09,-0.97
31/07/2008,-0.77,0.28,-1.11
01/08/2008,-1.06,-0.04,-1.01
04/08/2008,-1.31,-0.22,-0.99
05/08/2008,-1.24,-1.11,-0.88
06/08/2008,-1.07,-0.95,-0.82
07/08/2008,-1.37,-0.87,-0.85
08/08/2008,-1.46,-1.94,-0.88
11/08/2008,-1.36,-2.11,-0.82
12/08/2008,-1.55,-2.03,-0.9
13/08/2008,-1.79,-2.23,-0.93
14/08/2008,-1.76,-2.16,-1.06
15/08/2008,-1.82,-2.49,-1.16
18/08/2008,-1.85,-2.29,-1.25
19/08/2008,-2.1,-2.54,-1.37
20/08/2008,-2,-2.4,-1.42
21/08/2008,-2.04,-2.51,-1.37
22/08/2008,-1.89,-2.73,-1.31
25/08/2008,-1.97,-2.49,-1.32
26/08/2008,-2.06,-2.86,-1.25
27/08/2008,-1.94,-2.89,-1.15
28/08/2008,-1.78,-3.13,-1.02
29/08/2008,-1.64,-2.74,-0.89
01/09/2008,-1.75,-3.18,-0.81
02/09/2008,-1.73,-3.12,-0.7
03/09/2008,-1.87,-3.34,-0.72
04/09/2008,-2.16,-3.1,-0.68
05/09/2008,-2.45,-3.7,-0.65
08/09/2008,-1.87,-3.45,-0.5
09/09/2008,-2.21,-3.34,-0.61
10/09/2008,-2.18,-3.72,-0.57
11/09/2008,-2.3,-4.36,-0.69
12/09/2008,-1.93,-3.99,-0.58
15/09/2008,-2.48,-3.76,-3.5
16/09/2008,-2.88,-4.57,-3.85
17/09/2008,-3.15,-4.06,-4.68
18/09/2008,-3.11,-4.97,-4.74
19/09/2008,-1.93,-3.95,-2.58
22/09/2008,-1.95,-3.08,-2.64
23/09/2008,-2.22,-3.3,-2.93
24/09/2008,-2.33,-3.26,-2.87
25/09/2008,-2.16,-3.39,-3.23
26/09/2008,-2.38,-3.68,-3.76
29/09/2008,-3.16,-3.42,-3.67
30/09/2008,-2.9,-3.89,-3.65
01/10/2008,-2.95,-3.81,-3.75
02/10/2008,-3.4,-3.61,-3.65
03/10/2008,-3.55,-3.67,-3.73
06/10/2008,-4.39,-4.07,-3.82
07/10/2008,-4.59,-3.68,-4.07
08/10/2008,-4.93,-4.02,-3.88
09/10/2008,-4.97,-3.12,-3.86
10/10/2008,-5.32,-3.25,-4.58
13/10/2008,-4.48,-4.14,-4.6
14/10/2008,-3.98,-3.55,-3.25
15/10/2008,-4.41,-3.42,-3.45
16/10/2008,-4.63,-4.14,-3.51
17/10/2008,-4.56,-4.35,-3.52
20/10/2008,-4.28,-4.56,-3.49
21/10/2008,-4.43,-4.36,-3.51
22/10/2008,-4.89,-4.2,-3.41
23/10/2008,-5.01,-4.5,-3.49
24/10/2008,-5.27,-4.45,-3.44
27/10/2008,-5.47,-4.38,-3.44
28/10/2008,-4.98,-5.12,-3.34
29/10/2008,-4.71,-4.59,-3.13
30/10/2008,-4.34,-4.04,-3
31/10/2008,-4.28,-4.06,-2.92
03/11/2008,-4.27,-3.83,-2.95
04/11/2008,-4.01,-3.91,-2.85
05/11/2008,-4.08,-3.46,-2.85
06/11/2008,-4.42,-3.35,-2.77
07/11/2008,-4.38,-3.64,-2.76
10/11/2008,-4.32,-3.43,-2.41
11/11/2008,-4.52,-3.47,-2.41
12/11/2008,-4.76,-3.35,-2.48
13/11/2008,-4.69,-4.04,-2.43
14/11/2008,-4.75,-3.69,-2.28
17/11/2008,-4.88,-3.59,-2.34
18/11/2008,-4.98,-3.95,-2.32
19/11/2008,-5.2,-3.6,-2.43
20/11/2008,-5.54,-3.41,-2.6
21/11/2008,-5.4,-3.8,-2.83
24/11/2008,-4.99,-4.02,-2.65
25/11/2008,-4.98,-3.86,-2.74
26/11/2008,-4.95,-3.96,-2.76
27/11/2008,-4.88,-3.9,-2.75
28/11/2008,-4.85,-4,-2.77
01/12/2008,-5.17,-3.58,-2.64
02/12/2008,-5.16,-3.91,-2.6
03/12/2008,-5.11,-4.1,-2.58
04/12/2008,-5.2,-3.9,-2.54
05/12/2008,-5.15,-4.11,-2.59
08/12/2008,-4.78,-4.15,-2.35
09/12/2008,-4.78,-3.97,-2.28
10/12/2008,-4.67,-3.85,-2.25
11/12/2008,-4.7,-3.61,-2.18
12/12/2008,-4.77,-3.69,-2.15
15/12/2008,-4.73,-3.49,-2.04
16/12/2008,-4.65,-3.73,-1.9
17/12/2008,-4.72,-3.51,-1.88
18/12/2008,-4.78,-3.43,-1.83
19/12/2008,-4.77,-3.59,-1.74
22/12/2008,-4.81,-3.55,-1.74
23/12/2008,-4.81,-3.51,-1.69
24/12/2008,-4.79,-3.54,-1.63
25/12/2008,-4.75,-3.57,-1.6
26/12/2008,-4.72,-3.62,-1.53
29/12/2008,-4.68,-3.66,-1.49
30/12/2008,-4.55,-3.87,-1.43
31/12/2008,-4.43,-4,-1.35
01/01/2009,-4.43,-4.03,-1.31
02/01/2009,-4.26,-4.15,-1.18
05/01/2009,-4.08,-3.92,-1.13
06/01/2009,-3.98,-3.84,-0.83
07/01/2009,-4.05,-3.67,-0.82
08/01/2009,-4.12,-3.76,-0.9
09/01/2009,-4.23,-3.65,-0.81
12/01/2009,-4.35,-3.69,-0.87
13/01/2009,-4.4,-3.62,-0.95
14/01/2009,-4.59,-3.48,-1.09
15/01/2009,-4.65,-3.49,-1.16
16/01/2009,-4.52,-3.42,-1.13
19/01/2009,-4.53,-3.53,-1.12
20/01/2009,-4.67,-3.4,-1.13
21/01/2009,-4.54,-3.49,-1.14
22/01/2009,-4.54,-3.41,-1.09
23/01/2009,-4.53,-3.41,-1.06
26/01/2009,-4.42,-3.35,-1.07
27/01/2009,-4.39,-3.37,-1.06
28/01/2009,-4.2,-3.38,-1.1
29/01/2009,-4.25,-3.23,-1.11
30/01/2009,-4.32,-3.09,-1.15
02/02/2009,-4.43,-3.13,-1.2
03/02/2009,-4.29,-3.15,-1.21
04/02/2009,-4.19,-3.09,-1.13
05/02/2009,-4.16,-3.14,-1.12
06/02/2009,-3.98,-3.03,-1.07
09/02/2009,-3.93,-2.9,-1.03
10/02/2009,-4.13,-2.64,-1.03
11/02/2009,-4.18,-2.79,-1.09
12/02/2009,-4.28,-2.79,-1.14
13/02/2009,-4.2,-2.59,-1.11
16/02/2009,-4.22,-2.62,-1.11
17/02/2009,-4.5,-2.62,-1.14
18/02/2009,-4.51,-2.66,-1.19
19/02/2009,-4.43,-2.52,-1.13
20/02/2009,-4.58,-2.54,-1.17
23/02/2009,-4.63,-2.29,-1.32
24/02/2009,-4.54,-2.4,-1.48
25/02/2009,-4.48,-2.38,-1.47
26/02/2009,-4.42,-2.3,-1.5
27/02/2009,-4.47,-2.22,-1.53
02/03/2009,-4.7,-2.14,-1.62
03/03/2009,-4.71,-2.01,-1.66
04/03/2009,-4.48,-1.91,-1.62
05/03/2009,-4.66,-1.78,-1.69
06/03/2009,-4.73,-1.68,-1.7
09/03/2009,-4.72,-1.65,-1.71
10/03/2009,-4.42,-1.68,-1.63
11/03/2009,-4.36,-1.62,-1.56
12/03/2009,-4.28,-1.64,-1.39
13/03/2009,-4.2,-1.63,-1.25
16/03/2009,-4.07,-1.6,-1.04
17/03/2009,-3.91,-1.67,-0.93
18/03/2009,-3.98,-1.7,-0.83
19/03/2009,-3.94,-1.38,-0.67
20/03/2009,-3.95,-1.31,-0.53
23/03/2009,-3.56,-1.3,-0.38
24/03/2009,-3.49,-1.29,-0.31
25/03/2009,-3.32,-1.14,-0.23
26/03/2009,-3.15,-1.1,-0.06
27/03/2009,-3.16,-1.17,0.1
30/03/2009,-3.34,-1.18,0.22
31/03/2009,-3.23,-1.16,0.06
01/04/2009,-3.06,-1.09,-0.06
02/04/2009,-2.66,-0.95,0.03
03/04/2009,-2.49,-0.8,0.12
06/04/2009,-2.4,-0.62,0.22
07/04/2009,-2.42,-0.54,0.33
08/04/2009,-2.29,-0.33,0.47
09/04/2009,-1.9,-0.07,0.56
10/04/2009,-1.73,0.13,0.63
13/04/2009,-1.56,0.4,0.68
14/04/2009,-1.51,0.66,0.75
15/04/2009,-1.42,0.73,0.84
16/04/2009,-1.17,1.01,0.87
17/04/2009,-0.98,1.03,0.93
20/04/2009,-1.22,1,0.87
21/04/2009,-1.15,0.95,0.8
22/04/2009,-1.07,1.15,0.73
23/04/2009,-0.98,1.31,0.68
24/04/2009,-0.83,1.42,0.68
27/04/2009,-0.94,1.19,0.53
28/04/2009,-0.97,1.34,0.42
29/04/2009,-0.66,1.87,0.46
30/04/2009,-0.49,2.15,0.47
01/05/2009,-0.41,2.15,0.36
04/05/2009,-0.06,2.83,0.36
05/05/2009,0.03,3.04,0.4
06/05/2009,0.25,3.2,0.57
07/05/2009,0.38,3.28,0.82
08/05/2009,0.65,3.45,1.04
11/05/2009,0.53,3.52,0.97
12/05/2009,0.49,3.58,0.93
13/05/2009,0.24,3.24,0.85
14/05/2009,0.24,3.13,0.82
15/05/2009,0.31,3.29,0.86
18/05/2009,0.6,3.55,0.96
19/05/2009,0.85,3.99,1.08
20/05/2009,1.04,4.51,1.23
21/05/2009,0.99,4.4,1.3
22/05/2009,1.13,4.67,1.38
25/05/2009,1.21,4.77,1.41
26/05/2009,1.36,4.47,1.52
27/05/2009,1.44,4.68,1.7
28/05/2009,1.51,4.71,1.84
29/05/2009,1.57,4.84,1.97
01/06/2009,1.96,5.23,2.18
02/06/2009,1.96,5.22,2.45
03/06/2009,1.73,4.7,2.57
04/06/2009,1.79,4.61,2.61
05/06/2009,1.83,4.62,2.64
08/06/2009,1.72,4.16,2.6
09/06/2009,1.73,4.26,2.64
10/06/2009,1.85,4.43,2.7
11/06/2009,1.91,4.35,2.71
12/06/2009,1.91,4.37,2.72
15/06/2009,1.64,4.13,2.64
16/06/2009,1.49,4.14,2.56
17/06/2009,1.31,3.61,2.41
18/06/2009,1.38,3.59,2.35
19/06/2009,1.39,3.63,2.29
22/06/2009,1.03,3.11,2.13
23/06/2009,0.93,2.92,2.04
24/06/2009,1.06,3.22,2
25/06/2009,1.13,3.21,1.87
26/06/2009,1.15,3.36,1.79
29/06/2009,1.23,3.49,1.72
30/06/2009,1.2,3.45,1.69
01/07/2009,1.34,3.68,1.73
02/07/2009,1.13,3.67,1.68
03/07/2009,1.13,3.65,1.66
06/07/2009,1.05,3.38,1.62
07/07/2009,0.99,3.59,1.61
08/07/2009,0.84,3.46,1.58
09/07/2009,0.91,3.51,1.57
10/07/2009,0.83,3.4,1.52
13/07/2009,0.92,3.23,1.54
14/07/2009,1.08,3.4,1.55
15/07/2009,1.4,3.86,1.66
16/07/2009,1.48,3.87,1.69
17/07/2009,1.57,3.93,1.83
20/07/2009,1.76,4.38,1.88
21/07/2009,1.86,4.44,1.93
22/07/2009,1.93,4.36,1.94
23/07/2009,2.23,4.67,2.01
24/07/2009,2.27,4.64,2.03
27/07/2009,2.36,4.79,2.09
28/07/2009,2.31,4.65,2.08
29/07/2009,2.26,4.37,2.14
30/07/2009,2.45,4.73,2.22
31/07/2009,2.45,4.87,2.25
03/08/2009,2.73,5.42,2.29
04/08/2009,2.78,5.41,2.35
05/08/2009,2.75,5.35,2.46
06/08/2009,2.76,5.29,2.61
07/08/2009,2.93,5.29,2.71
10/08/2009,2.94,5.27,2.77
11/08/2009,2.81,4.94,2.7
12/08/2009,2.92,5.02,2.67
13/08/2009,3.08,5.35,2.72
14/08/2009,3.03,5.24,2.73
17/08/2009,2.75,4.84,2.67
18/08/2009,2.93,4.97,2.68
19/08/2009,3,5.04,2.72
20/08/2009,3.27,5.29,2.77
21/08/2009,3.61,5.65,2.92
24/08/2009,3.86,5.96,3.05
25/08/2009,3.95,5.96,3.17
26/08/2009,3.96,5.61,3.27
27/08/2009,3.99,5.47,3.6
28/08/2009,4.13,5.79,3.68
31/08/2009,4.05,5.54,4
01/09/2009,3.94,5.72,4.12
02/09/2009,3.81,5.3,4.4
